GNISIDNAME,COUNT,AREA,PercentArea_Value,MIN_cellsml,MAX_cellsml,RANGE_cellsml,MEAN_cellsml,STD_cellsml,Day,Year,Date,wi_DWSA
Alkali Lake_01116863,26,2340000,,1870684,4528978,2658294,3173299,768403,126,2018,5/6/2018,
Aspen Lake_01161255,60,5400000,,6310,263027,256717,46410,82636,126,2018,5/6/2018,
Detroit Lake_01639301,49,4410000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Renner Lake_00267175,19,1710000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Summer Lake_01150595,516,46440000,,6310,1541701,1535392,86953,217497,126,2018,5/6/2018,
Hart Lake_01121637,313,28170000,,6310,510505,504196,91616,90081,126,2018,5/6/2018,
Howard Prairie Lake_01158895,15,1350000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Swamp Lake_01127802,16,1440000,,6310,194089,187779,20651,45226,126,2018,5/6/2018,
Timothy Lake_01151253,21,1890000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Gerber Reservoir_01121105,113,10170000,,6310,73790,67481,7940,9165,126,2018,5/6/2018,
Crater Lake_01163669,300,27000000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Lake Billy Chinook_01138120,13,1170000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Sturgeon Lake_01127681,77,6930000,,6310,6310,0,6310,0,125,2018,5/5/2018,
Siltcoos Lake_01158483,5,450000,,6310,6310,0,6310,0,125,2018,5/5/2018,
Warm Springs Reservoir_01128656,142,12780000,,6310,310456,304146,10268,28354,123,2018,5/3/2018,
Beulah Reservoir_01117569,51,4590000,,6310,6310,0,6310,0,123,2018,5/3/2018,
Warm Springs Reservoir_01128656,143,12870000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Beulah Reservoir_01117569,66,5940000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Waldo Lake_01151818,169,15210000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Davis Lake_01140666,116,10440000,,6310,356451,350142,12445,39853,122,2018,5/2/2018,
Cold Springs Reservoir_01119125,9,810000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Fern Ridge Lake_01120678,238,21420000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Crescent Lake_01158186,140,12600000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Wickiup Reservoir_01161711,342,30780000,,6310,469894,463585,16895,46728,122,2018,5/2/2018,
Paulina Lake_01147502,52,4680000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Odell Lake_01147159,12,1080000,,6310,6310,0,6310,0,237,2018,8/25/2018,
Crane Prairie Reservoir_01140386,153,13770000,,6310,248886,242576,9481,27552,122,2018,5/2/2018,
East Lake_01141624,24,2160000,,6310,510505,504196,43643,124878,122,2018,5/2/2018,
Cottage Grove Lake_01158179,4,360000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Dorena Lake_01120032,32,2880000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Hills Creek Lake_01158881,47,4230000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Lost Creek Lake_01158890,64,5760000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Sturgeon Lake_01127681,123,11070000,,6310,636796,630486,25881,106997,122,2018,5/2/2018,
Malheur Lake_01123710,804,72360000,,6310,1076466,1070156,335162,140471,122,2018,5/2/2018,
Foster Lake_01158892,10,900000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Drews Reservoir_01141243,156,14040000,,6310,731140,724830,75288,116912,122,2018,5/2/2018,
Goose Lake_00224325,845,76050000,,6310,1674944,1668634,526242,237670,122,2018,5/2/2018,
Crump Lake_01119601,358,32220000,,6310,319154,312844,36558,50282,122,2018,5/2/2018,
Lake of the Woods_01161601,17,1530000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Upper Klamath Lake_01151685,2598,233820000,,6310,301995,295686,6490,6156,122,2018,5/2/2018,
Diamond Lake_01140999,80,7200000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Henry Hagg Lake_01158095,17,1530000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Lake Abert_01116755,1611,144990000,,6310,990833,984523,18069,59889,122,2018,5/2/2018,
Alkali Lake_01116863,29,2610000,,235505,5058250,4822744,4198350,973420,122,2018,5/2/2018,
Aspen Lake_01161255,38,3420000,,6310,159956,153646,20799,40956,122,2018,5/2/2018,
Green Peter Lake_01158878,19,1710000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Detroit Lake_01639301,30,2700000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Renner Lake_00267175,21,1890000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Summer Lake_01150595,1172,105480000,,6310,1342766,1336456,74295,207221,122,2018,5/2/2018,
Hart Lake_01121637,317,28530000,,6310,570164,563855,178251,103199,122,2018,5/2/2018,
Siltcoos Lake_01158483,69,6210000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Howard Prairie Lake_01158895,33,2970000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Swamp Lake_01127802,37,3330000,,6310,263027,256717,26294,48141,122,2018,5/2/2018,
Timothy Lake_01151253,26,2340000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Gerber Reservoir_01121105,132,11880000,,6310,178649,172339,10932,21691,122,2018,5/2/2018,
Crater Lake_01163669,502,45180000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Lake Billy Chinook_01138120,76,6840000,,6310,6310,0,6310,0,122,2018,5/2/2018,
Davis Lake_01140666,70,6300000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Fern Ridge Lake_01120678,3,270000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Crescent Lake_01158186,107,9630000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Wickiup Reservoir_01161711,286,25740000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Paulina Lake_01147502,27,2430000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Odell Lake_01147159,4,360000,,6310,6310,0,6310,0,238,2018,8/26/2018,
Crane Prairie Reservoir_01140386,119,10710000,,6310,6310,0,6310,0,121,2018,5/1/2018,
East Lake_01141624,13,1170000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Hills Creek Lake_01158881,15,1350000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Lost Creek Lake_01158890,64,5760000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Lake of the Woods_01161601,48,4320000,,6310,108643,102333,8442,14616,121,2018,5/1/2018,
Upper Klamath Lake_01151685,2618,235620000,,6310,199526,193217,6450,4371,121,2018,5/1/2018,
Diamond Lake_01140999,120,10800000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Aspen Lake_01161255,70,6300000,,6310,293765,287455,44320,68501,121,2018,5/1/2018,
Summer Lake_01150595,556,50040000,,6310,751623,745314,58858,103683,121,2018,5/1/2018,
Howard Prairie Lake_01158895,48,4320000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Crater Lake_01163669,572,51480000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Lake Billy Chinook_01138120,2,180000,,6310,6310,0,6310,0,121,2018,5/1/2018,
Malheur Lake_01123710,22,1980000,,6310,366438,360128,218021,117298,119,2018,4/29/2018,
Warm Springs Reservoir_01128656,63,5670000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Beulah Reservoir_01117569,64,5760000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Waldo Lake_01151818,14,1260000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Davis Lake_01140666,7,630000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Fern Ridge Lake_01120678,129,11610000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Crescent Lake_01158186,80,7200000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Wickiup Reservoir_01161711,50,4500000,,6310,229087,222777,11819,31483,118,2018,4/28/2018,
Crane Prairie Reservoir_01140386,67,6030000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Cottage Grove Lake_01158179,19,1710000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Dorena Lake_01120032,16,1440000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Hills Creek Lake_01158881,7,630000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Lost Creek Lake_01158890,88,7920000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Malheur Lake_01123710,75,6750000,,6310,554626,548316,187344,178887,118,2018,4/28/2018,
Drews Reservoir_01141243,11,990000,,6310,328096,321786,35563,92507,118,2018,4/28/2018,
Goose Lake_00224325,148,13320000,,6310,1270574,1264265,435325,249466,118,2018,4/28/2018,
Crump Lake_01119601,51,4590000,,6310,159956,153646,34895,41590,118,2018,4/28/2018,
Upper Klamath Lake_01151685,951,85590000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Lake Abert_01116755,530,47700000,,6310,432514,426204,18143,52028,118,2018,4/28/2018,
Aspen Lake_01161255,11,990000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Summer Lake_01150595,120,10800000,,6310,277971,271662,69341,59756,118,2018,4/28/2018,
Hart Lake_01121637,123,11070000,,6310,586138,579829,178430,135973,118,2018,4/28/2018,
Howard Prairie Lake_01158895,7,630000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Gerber Reservoir_01121105,77,6930000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Lake Billy Chinook_01138120,55,4950000,,6310,6310,0,6310,0,118,2018,4/28/2018,
Wickiup Reservoir_01161711,7,630000,,6310,6310,0,6310,0,117,2018,4/27/2018,
Lake of the Woods_01161601,26,2340000,,6310,6310,0,6310,0,117,2018,4/27/2018,
Upper Klamath Lake_01151685,2189,197010000,,6310,64269,57959,6394,1881,117,2018,4/27/2018,
Aspen Lake_01161255,46,4140000,,6310,188799,182490,59994,65232,117,2018,4/27/2018,
Green Peter Lake_01158878,23,2070000,,6310,862979,856669,165229,282677,117,2018,4/27/2018,
Crater Lake_01163669,196,17640000,,6310,6310,0,6310,0,117,2018,4/27/2018,
Warm Springs Reservoir_01128656,133,11970000,,6310,6310,0,6310,0,115,2018,4/25/2018,
Beulah Reservoir_01117569,65,5850000,,6310,6310,0,6310,0,115,2018,4/25/2018,
Malheur Lake_01123710,888,79920000,,6310,751623,745314,368359,139039,115,2018,4/25/2018,
Drews Reservoir_01141243,147,13230000,,6310,691831,685522,266593,204642,115,2018,4/25/2018,
Goose Lake_00224325,336,30240000,,6310,1541701,1535392,530469,263694,115,2018,4/25/2018,
Crump Lake_01119601,357,32130000,,6310,346737,340427,60212,54946,115,2018,4/25/2018,
Lake Abert_01116755,1393,125370000,,6310,524808,518498,11880,38884,115,2018,4/25/2018,
Renner Lake_00267175,20,1800000,,6310,87096,80787,12832,20177,115,2018,4/25/2018,
Hart Lake_01121637,311,27990000,,6310,654637,648327,204771,129739,115,2018,4/25/2018,
Swamp Lake_01127802,38,3420000,,6310,432514,426204,54150,87228,115,2018,4/25/2018,
Warm Springs Reservoir_01128656,145,13050000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Beulah Reservoir_01117569,65,5850000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Waldo Lake_01151818,179,16110000,,6310,366438,360128,12311,37271,114,2018,4/24/2018,
Davis Lake_01140666,97,8730000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Cold Springs Reservoir_01119125,4,360000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Fern Ridge Lake_01120678,120,10800000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Crescent Lake_01158186,149,13410000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Wickiup Reservoir_01161711,166,14940000,,6310,554626,548316,32306,74701,114,2018,4/24/2018,
Odell Lake_01147159,136,12240000,,6310,6310,0,6310,0,241,2018,8/29/2018,
Crane Prairie Reservoir_01140386,78,7020000,,6310,6310,0,6310,0,114,2018,4/24/2018,
East Lake_01141624,9,810000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Hills Creek Lake_01158881,21,1890000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Summit Lake_01150624,10,900000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Lost Creek Lake_01158890,20,1800000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Sturgeon Lake_01127681,121,10890000,,6310,691831,685522,24112,98934,114,2018,4/24/2018,
Malheur Lake_01123710,18,1620000,,6310,937562,931253,417975,266362,114,2018,4/24/2018,
Drews Reservoir_01141243,155,13950000,,6310,636796,630486,72182,89192,114,2018,4/24/2018,
Goose Lake_00224325,847,76230000,,6310,1306171,1299862,548974,200880,114,2018,4/24/2018,
Crump Lake_01119601,356,32040000,,6310,376704,370394,84396,70448,114,2018,4/24/2018,
Lake of the Woods_01161601,20,1800000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Upper Klamath Lake_01151685,2610,234900000,,6310,40179,33870,6352,1077,114,2018,4/24/2018,
Diamond Lake_01140999,114,10260000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Lake Abert_01116755,1416,127440000,,6310,654637,648327,18005,53634,114,2018,4/24/2018,
Alkali Lake_01116863,29,2610000,,3435582,5807647,2372065,4978565,703144,114,2018,4/24/2018,
Aspen Lake_01161255,44,3960000,,6310,222844,216534,36377,69472,114,2018,4/24/2018,
Detroit Lake_01639301,27,2430000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Renner Lake_00267175,20,1800000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Summer Lake_01150595,1175,105750000,,6310,1169500,1163191,53313,148306,114,2018,4/24/2018,
Hart Lake_01121637,319,28710000,,6310,524808,518498,225601,109247,114,2018,4/24/2018,
Swamp Lake_01127802,38,3420000,,6310,229087,222777,62886,68141,114,2018,4/24/2018,
Gerber Reservoir_01121105,136,12240000,,6310,210863,204553,9067,19858,114,2018,4/24/2018,
Crater Lake_01163669,570,51300000,,6310,409261,402951,9514,26442,114,2018,4/24/2018,
Lake Billy Chinook_01138120,79,7110000,,6310,6310,0,6310,0,114,2018,4/24/2018,
Fern Ridge Lake_01120678,251,22590000,,6310,159956,153646,8341,12889,113,2018,4/23/2018,
Cottage Grove Lake_01158179,24,2160000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Dorena Lake_01120032,30,2700000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Hills Creek Lake_01158881,48,4320000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Goose Lake_01520146,2,180000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Lost Creek Lake_01158890,73,6570000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Sturgeon Lake_01127681,122,10980000,,6310,963829,957520,46805,164471,113,2018,4/23/2018,
Foster Lake_01158892,2,180000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Henry Hagg Lake_01158095,8,720000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Green Peter Lake_01158878,12,1080000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Siltcoos Lake_01158483,63,5670000,,6310,6310,0,6310,0,113,2018,4/23/2018,
Warm Springs Reservoir_01128656,145,13050000,,6310,6310,0,6310,0,111,2018,4/21/2018,
Beulah Reservoir_01117569,66,5940000,,6310,6310,0,6310,0,111,2018,4/21/2018,
Cold Springs Reservoir_01119125,33,2970000,,6310,6310,0,6310,0,111,2018,4/21/2018,
East Lake_01141624,4,360000,,6310,6310,0,6310,0,111,2018,4/21/2018,
Malheur Lake_01123710,56,5040000,,6310,990833,984523,372170,259118,111,2018,4/21/2018,
Drews Reservoir_01141243,153,13770000,,6310,794328,788019,200746,137963,111,2018,4/21/2018,
Goose Lake_00224325,509,45810000,,6310,1458815,1452506,507702,228333,111,2018,4/21/2018,
Crump Lake_01119601,354,31860000,,6310,205116,198807,35258,39760,111,2018,4/21/2018,
Lake Abert_01116755,1521,136890000,,6310,654637,648327,19618,60393,111,2018,4/21/2018,
Alkali Lake_01116863,26,2340000,,4168695,6309577,2140882,5656426,621887,111,2018,4/21/2018,
Renner Lake_00267175,21,1890000,,6310,205116,198807,20200,44107,111,2018,4/21/2018,
Summer Lake_01150595,1164,104760000,,6310,1342766,1336456,55379,118452,111,2018,4/21/2018,
Hart Lake_01121637,314,28260000,,6310,539511,533201,203408,121832,111,2018,4/21/2018,
Swamp Lake_01127802,36,3240000,,6310,183654,177344,65980,43653,111,2018,4/21/2018,
Gerber Reservoir_01121105,129,11610000,,6310,346737,340427,11969,36211,111,2018,4/21/2018,
Warm Springs Reservoir_01128656,144,12960000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Beulah Reservoir_01117569,66,5940000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Waldo Lake_01151818,195,17550000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Davis Lake_01140666,126,11340000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Cold Springs Reservoir_01119125,35,3150000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Crescent Lake_01158186,16,1440000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Wickiup Reservoir_01161711,348,31320000,,6310,310456,304146,15097,42583,110,2018,4/20/2018,
Odell Lake_01147159,120,10800000,,6310,6310,0,6310,0,245,2018,9/2/2018,
Crane Prairie Reservoir_01140386,154,13860000,,6310,6310,0,6310,0,110,2018,4/20/2018,
East Lake_01141624,1,90000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Dorena Lake_01120032,39,3510000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Hills Creek Lake_01158881,51,4590000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Lost Creek Lake_01158890,85,7650000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Sturgeon Lake_01127681,85,7650000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Malheur Lake_01123710,80,7200000,,6310,1137628,1131318,378752,240717,110,2018,4/20/2018,
Drews Reservoir_01141243,154,13860000,,6310,731140,724830,123094,118982,110,2018,4/20/2018,
Goose Lake_00224325,1020,91800000,,6310,1202265,1195955,563683,190057,110,2018,4/20/2018,
Crump Lake_01119601,362,32580000,,6310,210863,204553,37319,41751,110,2018,4/20/2018,
Lake of the Woods_01161601,41,3690000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Upper Klamath Lake_01151685,2624,236160000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Diamond Lake_01140999,82,7380000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Lake Abert_01116755,1583,142470000,,6310,731140,724830,20776,65334,110,2018,4/20/2018,
Alkali Lake_01116863,29,2610000,,6310,5495412,5489102,1472039,1904113,110,2018,4/20/2018,
Aspen Lake_01161255,61,5490000,,6310,100000,93690,14147,17887,110,2018,4/20/2018,
Detroit Lake_01639301,51,4590000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Renner Lake_00267175,20,1800000,,6310,210863,204553,22067,45727,110,2018,4/20/2018,
Summer Lake_01150595,1189,107010000,,6310,1202265,1195955,51557,144546,110,2018,4/20/2018,
Hart Lake_01121637,315,28350000,,6310,483059,476750,190501,103796,110,2018,4/20/2018,
Siltcoos Lake_01158483,80,7200000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Howard Prairie Lake_01158895,53,4770000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Swamp Lake_01127802,36,3240000,,11588,293765,282177,97126,63701,110,2018,4/20/2018,
Timothy Lake_01151253,33,2970000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Gerber Reservoir_01121105,136,12240000,,6310,124738,118429,8155,11566,110,2018,4/20/2018,
Crater Lake_01163669,540,48600000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Lake Billy Chinook_01138120,96,8640000,,6310,6310,0,6310,0,110,2018,4/20/2018,
Fern Ridge Lake_01120678,255,22950000,,6310,89537,83227,7206,6943,109,2018,4/19/2018,
Sturgeon Lake_01127681,123,11070000,,6310,1018592,1012282,48354,170857,109,2018,4/19/2018,
Henry Hagg Lake_01158095,29,2610000,,6310,6310,0,6310,0,109,2018,4/19/2018,
Siltcoos Lake_01158483,88,7920000,,6310,6310,0,6310,0,109,2018,4/19/2018,
Warm Springs Reservoir_01128656,58,5220000,,6310,6310,0,6310,0,107,2018,4/17/2018,
Cold Springs Reservoir_01119125,35,3150000,,6310,6310,0,6310,0,107,2018,4/17/2018,
Malheur Lake_01123710,136,12240000,,6310,816583,810273,185768,174696,107,2018,4/17/2018,
Drews Reservoir_01141243,86,7740000,,6310,586138,579829,113783,126175,107,2018,4/17/2018,
Goose Lake_00224325,509,45810000,,6310,1137628,1131318,464638,214237,107,2018,4/17/2018,
Crump Lake_01119601,355,31950000,,6310,387258,380948,40140,59243,107,2018,4/17/2018,
Upper Klamath Lake_01151685,2461,221490000,,6310,554626,548316,6602,11553,107,2018,4/17/2018,
Lake Abert_01116755,1499,134910000,,6310,539511,533201,36819,74648,107,2018,4/17/2018,
Alkali Lake_01116863,19,1710000,,3341952,6854886,3512935,5830172,897598,107,2018,4/17/2018,
Renner Lake_00267175,20,1800000,,6310,147231,140922,28700,33740,107,2018,4/17/2018,
Summer Lake_01150595,1140,102600000,,6310,772681,766371,254795,89319,107,2018,4/17/2018,
Hart Lake_01121637,284,25560000,,6310,602560,596250,253272,122272,107,2018,4/17/2018,
Howard Prairie Lake_01158895,14,1260000,,6310,6310,0,6310,0,107,2018,4/17/2018,
Swamp Lake_01127802,36,3240000,,6310,277971,271662,143926,74979,107,2018,4/17/2018,
Gerber Reservoir_01121105,114,10260000,,6310,270396,264086,10276,26101,107,2018,4/17/2018,
Lake Billy Chinook_01138120,22,1980000,,6310,6310,0,6310,0,107,2018,4/17/2018,
Beulah Reservoir_01117569,49,4410000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Cold Springs Reservoir_01119125,35,3150000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Odell Lake_01147159,26,2340000,,6310,6310,0,6310,0,249,2018,9/6/2018,
Crane Prairie Reservoir_01140386,38,3420000,,6310,285759,279450,32978,71561,106,2018,4/16/2018,
Cottage Grove Lake_01158179,2,180000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Lost Creek Lake_01158890,11,990000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Malheur Lake_01123710,126,11340000,,6310,496592,490283,104123,98065,106,2018,4/16/2018,
Drews Reservoir_01141243,34,3060000,,6310,277971,271662,49874,68995,106,2018,4/16/2018,
Goose Lake_00224325,290,26100000,,6310,602560,596250,246791,130999,106,2018,4/16/2018,
Crump Lake_01119601,9,810000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Upper Klamath Lake_01151685,1374,123660000,,6310,155597,149287,6565,5289,106,2018,4/16/2018,
Diamond Lake_01140999,8,720000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Lake Abert_01116755,696,62640000,,6310,539511,533201,52872,105325,106,2018,4/16/2018,
Alkali Lake_01116863,1,90000,,1584894,1584894,0,1584894,0,106,2018,4/16/2018,
Aspen Lake_01161255,31,2790000,,6310,139316,133006,11553,23803,106,2018,4/16/2018,
Alkali Lake_01116864,28,2520000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Summer Lake_01150595,337,30330000,,6310,510505,504196,223820,126413,106,2018,4/16/2018,
Siltcoos Lake_01158483,54,4860000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Howard Prairie Lake_01158895,31,2790000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Swamp Lake_01127802,14,1260000,,12942,194089,181147,127709,54970,106,2018,4/16/2018,
Gerber Reservoir_01121105,4,360000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Crater Lake_01163669,138,12420000,,6310,6310,0,6310,0,106,2018,4/16/2018,
Warm Springs Reservoir_01128656,106,9540000,,6310,6310,0,6310,0,103,2018,4/13/2018,
Malheur Lake_01123710,5,450000,,6310,6310,0,6310,0,103,2018,4/13/2018,
Drews Reservoir_01141243,153,13770000,,6310,510505,504196,183388,119795,103,2018,4/13/2018,
Goose Lake_00224325,292,26280000,,6310,816583,810273,377499,197195,103,2018,4/13/2018,
Crump Lake_01119601,359,32310000,,6310,235505,229195,37030,41409,103,2018,4/13/2018,
Renner Lake_00267175,20,1800000,,6310,366438,360128,123973,80791,103,2018,4/13/2018,
Summer Lake_01150595,454,40860000,,6310,602560,596250,250387,102942,103,2018,4/13/2018,
Hart Lake_01121637,314,28260000,,6310,539511,533201,100310,94394,103,2018,4/13/2018,
Swamp Lake_01127802,37,3330000,,6310,210863,204553,88552,55119,103,2018,4/13/2018,
Gerber Reservoir_01121105,108,9720000,,6310,210863,204553,39086,53117,103,2018,4/13/2018,
