GNISIDNAME,COUNT,AREA,PercentArea_Value,MIN_cellsml,MAX_cellsml,RANGE_cellsml,MEAN_cellsml,STD_cellsml,Day,Year,Date,wi_DWSA
Davis Lake_01140666,126,11340000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Fern Ridge Lake_01120678,254,22860000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Crescent Lake_01158186,155,13950000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Wickiup Reservoir_01161711,309,27810000,,6310,510505,504196,10863,38060,148,2018,5/28/2018,
Paulina Lake_01147502,51,4590000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Odell Lake_01147159,98,8820000,,6310,6310,0,6310,0,215,2018,8/3/2018,
Crane Prairie Reservoir_01140386,164,14760000,,6310,293765,287455,36245,55473,148,2018,5/28/2018,
East Lake_01141624,38,3420000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Cottage Grove Lake_01158179,25,2250000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Dorena Lake_01120032,42,3780000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Hills Creek Lake_01158881,61,5490000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Summit Lake_01150624,21,1890000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Lost Creek Lake_01158890,68,6120000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Sturgeon Lake_01127681,7,630000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Foster Lake_01158892,21,1890000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Lake of the Woods_01161601,47,4230000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Upper Klamath Lake_01151685,2554,229860000,,6310,356451,350142,15750,32692,148,2018,5/28/2018,
Diamond Lake_01140999,127,11430000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Alkali Lake_01116863,26,2340000,,409261,4168695,3759434,2893619,1103472,148,2018,5/28/2018,
Aspen Lake_01161255,22,1980000,,6310,277971,271662,26175,63555,148,2018,5/28/2018,
Green Peter Lake_01158878,63,5670000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Detroit Lake_01639301,67,6030000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Summer Lake_01150595,847,76230000,,6310,2606154,2599845,168420,467486,148,2018,5/28/2018,
Siltcoos Lake_01158483,90,8100000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Howard Prairie Lake_01158895,59,5310000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Timothy Lake_01151253,42,3780000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Gerber Reservoir_01121105,127,11430000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Crater Lake_01163669,549,49410000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Lake Billy Chinook_01138120,104,9360000,,6310,6310,0,6310,0,148,2018,5/28/2018,
Warm Springs Reservoir_01128656,50,4500000,,6310,6310,0,6310,0,146,2018,5/26/2018,
Warm Springs Reservoir_01128656,143,12870000,,6310,6310,0,6310,0,145,2018,5/25/2018,
Beulah Reservoir_01117569,66,5940000,,6310,6310,0,6310,0,145,2018,5/25/2018,
Sturgeon Lake_01127681,13,1170000,,6310,6310,0,6310,0,145,2018,5/25/2018,
Malheur Lake_01123710,928,83520000,,6310,862979,856669,331127,151220,145,2018,5/25/2018,
Goose Lake_00224325,159,14310000,,6310,1306171,1299862,137216,345650,145,2018,5/25/2018,
Crump Lake_01119601,16,1440000,,6310,937562,931253,118055,295944,145,2018,5/25/2018,
Upper Klamath Lake_01151685,1,90000,,6310,6310,0,6310,0,145,2018,5/25/2018,
Alkali Lake_01116864,25,2250000,,6310,570164,563855,33348,110324,145,2018,5/25/2018,
Summer Lake_01150595,1093,98370000,,6310,2269866,2263556,88370,278549,145,2018,5/25/2018,
Hart Lake_01121637,27,2430000,,6310,6668,358,6323,68,145,2018,5/25/2018,
Swamp Lake_01127802,36,3240000,,6310,483059,476750,49007,102387,145,2018,5/25/2018,
Waldo Lake_01151818,84,7560000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Davis Lake_01140666,115,10350000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Crescent Lake_01158186,48,4320000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Wickiup Reservoir_01161711,198,17820000,,6310,570164,563855,22322,69865,144,2018,5/24/2018,
Paulina Lake_01147502,5,450000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Odell Lake_01147159,127,11430000,,6310,6310,0,6310,0,218,2018,8/6/2018,
Crane Prairie Reservoir_01140386,152,13680000,,6310,164437,158128,22395,32208,144,2018,5/24/2018,
Hills Creek Lake_01158881,14,1260000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Lost Creek Lake_01158890,70,6300000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Sturgeon Lake_01127681,74,6660000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Lake of the Woods_01161601,44,3960000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Upper Klamath Lake_01151685,2428,218520000,,6310,270396,264086,9667,20552,144,2018,5/24/2018,
Diamond Lake_01140999,32,2880000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Aspen Lake_01161255,12,1080000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Green Peter Lake_01158878,79,7110000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Detroit Lake_01639301,66,5940000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Timothy Lake_01151253,26,2340000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Crater Lake_01163669,566,50940000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Lake Billy Chinook_01138120,83,7470000,,6310,6310,0,6310,0,144,2018,5/24/2018,
Warm Springs Reservoir_01128656,141,12690000,,6310,6310,0,6310,0,142,2018,5/22/2018,
Beulah Reservoir_01117569,60,5400000,,6310,6310,0,6310,0,142,2018,5/22/2018,
Cold Springs Reservoir_01119125,33,2970000,,6310,554626,548316,223904,206625,142,2018,5/22/2018,
Malheur Lake_01123710,915,82350000,,6310,772681,766371,325369,179683,142,2018,5/22/2018,
Drews Reservoir_01141243,111,9990000,,6310,135519,129209,10866,21907,142,2018,5/22/2018,
Goose Lake_00224325,29,2610000,,6310,731140,724830,264054,272027,142,2018,5/22/2018,
Crump Lake_01119601,109,9810000,,6310,151356,145047,11365,22177,142,2018,5/22/2018,
Lake Abert_01116755,1592,143280000,,6310,990833,984523,10537,50832,142,2018,5/22/2018,
Alkali Lake_01116864,3,270000,,6310,6310,0,6310,0,142,2018,5/22/2018,
Renner Lake_00267175,19,1710000,,6310,6310,0,6310,0,142,2018,5/22/2018,
Hart Lake_01121637,63,5670000,,6310,151356,145047,13930,27438,142,2018,5/22/2018,
Swamp Lake_01127802,24,2160000,,6310,188799,182490,15257,36472,142,2018,5/22/2018,
Warm Springs Reservoir_01128656,145,13050000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Beulah Reservoir_01117569,61,5490000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Waldo Lake_01151818,218,19620000,,6310,387258,380948,9223,28871,141,2018,5/21/2018,
Davis Lake_01140666,121,10890000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Cold Springs Reservoir_01119125,21,1890000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Fern Ridge Lake_01120678,23,2070000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Crescent Lake_01158186,129,11610000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Wickiup Reservoir_01161711,325,29250000,,6310,510505,504196,17087,58350,141,2018,5/21/2018,
Odell Lake_01147159,133,11970000,,6310,6310,0,6310,0,222,2018,8/10/2018,
Crane Prairie Reservoir_01140386,149,13410000,,6310,48753,42443,7582,6355,141,2018,5/21/2018,
East Lake_01141624,35,3150000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Dorena Lake_01120032,35,3150000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Summit Lake_01150624,11,990000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Lost Creek Lake_01158890,40,3600000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Malheur Lake_01123710,947,85230000,,6310,1018592,1012282,303597,168390,141,2018,5/21/2018,
Drews Reservoir_01141243,126,11340000,,6310,216771,210461,10463,21651,141,2018,5/21/2018,
Goose Lake_00224325,375,33750000,,6310,1342766,1336456,287093,275190,141,2018,5/21/2018,
Crump Lake_01119601,326,29340000,,6310,235505,229195,8716,15756,141,2018,5/21/2018,
Lake of the Woods_01161601,18,1620000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Upper Klamath Lake_01151685,2468,222120000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Diamond Lake_01140999,72,6480000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Henry Hagg Lake_01158095,14,1260000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Lake Abert_01116755,1259,113310000,,6310,711214,704904,15790,51013,141,2018,5/21/2018,
Alkali Lake_01116863,29,2610000,,356451,4285487,3929036,2692550,1334754,141,2018,5/21/2018,
Aspen Lake_01161255,27,2430000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Green Peter Lake_01158878,8,720000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Detroit Lake_01639301,52,4680000,,366438,731140,364702,489750,63402,141,2018,5/21/2018,
Renner Lake_00267175,9,810000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Summer Lake_01150595,1020,91800000,,6310,1419058,1412749,48854,161744,141,2018,5/21/2018,
Hart Lake_01121637,202,18180000,,6310,121339,115029,12012,16981,141,2018,5/21/2018,
Siltcoos Lake_01158483,75,6750000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Howard Prairie Lake_01158895,18,1620000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Swamp Lake_01127802,35,3150000,,6310,310456,304146,37574,83719,141,2018,5/21/2018,
Timothy Lake_01151253,7,630000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Gerber Reservoir_01121105,37,3330000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Crater Lake_01163669,553,49770000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Lake Billy Chinook_01138120,74,6660000,,6310,6310,0,6310,0,141,2018,5/21/2018,
Fern Ridge Lake_01120678,6,540000,,6310,6310,0,6310,0,140,2018,5/20/2018,
Hills Creek Lake_01158881,57,5130000,,6310,6310,0,6310,0,140,2018,5/20/2018,
Henry Hagg Lake_01158095,10,900000,,6310,6310,0,6310,0,140,2018,5/20/2018,
Green Peter Lake_01158878,17,1530000,,6310,6310,0,6310,0,140,2018,5/20/2018,
Detroit Lake_01639301,8,720000,,328096,376704,48609,352064,18828,140,2018,5/20/2018,
Timothy Lake_01151253,13,1170000,,6310,6310,0,6310,0,140,2018,5/20/2018,
Warm Springs Reservoir_01128656,140,12600000,,6310,6310,0,6310,0,138,2018,5/18/2018,
Beulah Reservoir_01117569,64,5760000,,6310,6310,0,6310,0,138,2018,5/18/2018,
Paulina Lake_01147502,38,3420000,,6310,6310,0,6310,0,138,2018,5/18/2018,
East Lake_01141624,30,2700000,,6310,6310,0,6310,0,138,2018,5/18/2018,
Malheur Lake_01123710,591,53190000,,6310,990833,984523,314154,141457,138,2018,5/18/2018,
Drews Reservoir_01141243,146,13140000,,6310,524808,518498,27364,70181,138,2018,5/18/2018,
Goose Lake_00224325,511,45990000,,6310,1541701,1535392,458048,313010,138,2018,5/18/2018,
Crump Lake_01119601,357,32130000,,6310,409261,402951,21382,39459,138,2018,5/18/2018,
Lake Abert_01116755,1523,137070000,,6310,1169500,1163191,25764,84886,138,2018,5/18/2018,
Alkali Lake_01116863,28,2520000,,672977,3944575,3271598,3046988,848390,138,2018,5/18/2018,
Alkali Lake_01116864,7,630000,,6310,6310,0,6310,0,138,2018,5/18/2018,
Renner Lake_00267175,20,1800000,,6310,6310,0,6310,0,138,2018,5/18/2018,
Summer Lake_01150595,1106,99540000,,6310,1770110,1763800,88713,247535,138,2018,5/18/2018,
Hart Lake_01121637,312,28080000,,6310,301995,295686,25149,51268,138,2018,5/18/2018,
Swamp Lake_01127802,37,3330000,,6310,159956,153646,12962,26143,138,2018,5/18/2018,
Gerber Reservoir_01121105,124,11160000,,6310,143219,136909,12042,23368,138,2018,5/18/2018,
Warm Springs Reservoir_01128656,117,10530000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Waldo Lake_01151818,228,20520000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Davis Lake_01140666,81,7290000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Crescent Lake_01158186,100,9000000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Wickiup Reservoir_01161711,325,29250000,,6310,602560,596250,20399,64439,137,2018,5/17/2018,
Paulina Lake_01147502,53,4770000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Odell Lake_01147159,133,11970000,,6310,6310,0,6310,0,225,2018,8/13/2018,
Crane Prairie Reservoir_01140386,154,13860000,,6310,6310,0,6310,0,137,2018,5/17/2018,
East Lake_01141624,38,3420000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Cottage Grove Lake_01158179,13,1170000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Dorena Lake_01120032,2,180000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Hills Creek Lake_01158881,38,3420000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Summit Lake_01150624,22,1980000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Lost Creek Lake_01158890,68,6120000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Malheur Lake_01123710,125,11250000,,6310,636796,630486,379379,187515,137,2018,5/17/2018,
Foster Lake_01158892,18,1620000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Drews Reservoir_01141243,13,1170000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Goose Lake_00224325,8,720000,,496592,990833,494240,736107,209750,137,2018,5/17/2018,
Lake of the Woods_01161601,50,4500000,,6310,131826,125516,8820,17572,137,2018,5/17/2018,
Upper Klamath Lake_01151685,2250,202500000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Diamond Lake_01140999,116,10440000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Lake Abert_01116755,951,85590000,,6310,337288,330978,8480,22138,137,2018,5/17/2018,
Alkali Lake_01116863,3,270000,,1721870,1770110,48240,1737950,22740,137,2018,5/17/2018,
Aspen Lake_01161255,33,2970000,,6310,293765,287455,41911,85638,137,2018,5/17/2018,
Green Peter Lake_01158878,51,4590000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Detroit Lake_01639301,52,4680000,,6310,420727,414417,148707,139618,137,2018,5/17/2018,
Hart Lake_01121637,26,2340000,,6310,210863,204553,50104,66695,137,2018,5/17/2018,
Howard Prairie Lake_01158895,38,3420000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Timothy Lake_01151253,32,2880000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Crater Lake_01163669,296,26640000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Lake Billy Chinook_01138120,79,7110000,,6310,6310,0,6310,0,137,2018,5/17/2018,
Siltcoos Lake_01158483,27,2430000,,6310,6310,0,6310,0,136,2018,5/16/2018,
Warm Springs Reservoir_01128656,144,12960000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Beulah Reservoir_01117569,54,4860000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Waldo Lake_01151818,146,13140000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Davis Lake_01140666,113,10170000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Cold Springs Reservoir_01119125,33,2970000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Crescent Lake_01158186,125,11250000,,6310,270396,264086,10742,33190,134,2018,5/14/2018,
Wickiup Reservoir_01161711,314,28260000,,6310,387258,380948,13906,42406,134,2018,5/14/2018,
Paulina Lake_01147502,40,3600000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Odell Lake_01147159,129,11610000,,6310,6310,0,6310,0,226,2018,8/14/2018,
Crane Prairie Reservoir_01140386,138,12420000,,6310,6310,0,6310,0,134,2018,5/14/2018,
East Lake_01141624,19,1710000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Summit Lake_01150624,20,1800000,,6310,586138,579829,150213,211900,134,2018,5/14/2018,
Malheur Lake_01123710,847,76230000,,6310,636796,630486,273674,137799,134,2018,5/14/2018,
Drews Reservoir_01141243,151,13590000,,6310,483059,476750,14015,52689,134,2018,5/14/2018,
Goose Lake_00224325,630,56700000,,6310,1923093,1916783,529356,308834,134,2018,5/14/2018,
Crump Lake_01119601,297,26730000,,6310,155597,149287,15992,24566,134,2018,5/14/2018,
Lake of the Woods_01161601,7,630000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Upper Klamath Lake_01151685,2418,217620000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Diamond Lake_01140999,56,5040000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Lake Abert_01116755,1405,126450000,,6310,691831,685522,15238,53706,134,2018,5/14/2018,
Alkali Lake_01116863,28,2520000,,2269866,3732504,1462638,3185974,396334,134,2018,5/14/2018,
Aspen Lake_01161255,42,3780000,,6310,457089,450779,74212,144379,134,2018,5/14/2018,
Renner Lake_00267175,20,1800000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Summer Lake_01150595,1110,99900000,,6310,1380385,1374075,66346,198345,134,2018,5/14/2018,
Hart Lake_01121637,303,27270000,,6310,444632,438322,59436,87794,134,2018,5/14/2018,
Howard Prairie Lake_01158895,12,1080000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Swamp Lake_01127802,36,3240000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Timothy Lake_01151253,9,810000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Gerber Reservoir_01121105,125,11250000,,6310,248886,242576,8250,21610,134,2018,5/14/2018,
Crater Lake_01163669,475,42750000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Lake Billy Chinook_01138120,38,3420000,,6310,6310,0,6310,0,134,2018,5/14/2018,
Warm Springs Reservoir_01128656,105,9450000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Beulah Reservoir_01117569,12,1080000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Waldo Lake_01151818,244,21960000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Davis Lake_01140666,129,11610000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Cold Springs Reservoir_01119125,33,2970000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Fern Ridge Lake_01120678,242,21780000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Crescent Lake_01158186,152,13680000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Wickiup Reservoir_01161711,359,32310000,,6310,539511,533201,14534,42086,133,2018,5/13/2018,
Paulina Lake_01147502,51,4590000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Odell Lake_01147159,130,11700000,,6310,6310,0,6310,0,229,2018,8/17/2018,
Crane Prairie Reservoir_01140386,162,14580000,,6310,6310,0,6310,0,133,2018,5/13/2018,
East Lake_01141624,36,3240000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Cottage Grove Lake_01158179,22,1980000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Dorena Lake_01120032,23,2070000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Hills Creek Lake_01158881,41,3690000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Summit Lake_01150624,26,2340000,,6310,242103,235794,27289,58769,133,2018,5/13/2018,
Lost Creek Lake_01158890,93,8370000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Sturgeon Lake_01127681,107,9630000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Malheur Lake_01123710,318,28620000,,6310,619442,613132,199108,134345,133,2018,5/13/2018,
Drews Reservoir_01141243,120,10800000,,6310,131826,125516,9159,16253,133,2018,5/13/2018,
Goose Lake_00224325,772,69480000,,6310,1169500,1163191,256293,150438,133,2018,5/13/2018,
Crump Lake_01119601,309,27810000,,6310,124738,118429,9165,12661,133,2018,5/13/2018,
Lake of the Woods_01161601,44,3960000,,6310,80168,73858,8633,11416,133,2018,5/13/2018,
Upper Klamath Lake_01151685,2595,233550000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Diamond Lake_01140999,118,10620000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Henry Hagg Lake_01158095,10,900000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Lake Abert_01116755,1483,133470000,,6310,1018592,1012282,10739,41591,133,2018,5/13/2018,
Alkali Lake_01116863,29,2610000,,2466041,4055088,1589048,3365373,415227,133,2018,5/13/2018,
Aspen Lake_01161255,55,4950000,,6310,293765,287455,36314,75870,133,2018,5/13/2018,
Green Peter Lake_01158878,40,3600000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Detroit Lake_01639301,71,6390000,,6310,263027,256717,138820,65998,133,2018,5/13/2018,
Renner Lake_00267175,19,1710000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Summer Lake_01150595,1140,102600000,,6310,1674944,1668634,103652,247288,133,2018,5/13/2018,
Hart Lake_01121637,316,28440000,,6310,301995,295686,42869,56756,133,2018,5/13/2018,
Siltcoos Lake_01158483,76,6840000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Howard Prairie Lake_01158895,44,3960000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Swamp Lake_01127802,39,3510000,,6310,510505,504196,24685,81338,133,2018,5/13/2018,
Timothy Lake_01151253,30,2700000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Gerber Reservoir_01121105,124,11160000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Crater Lake_01163669,569,51210000,,6310,199526,193217,6998,9705,133,2018,5/13/2018,
Lake Billy Chinook_01138120,80,7200000,,6310,6310,0,6310,0,133,2018,5/13/2018,
Henry Hagg Lake_01158095,18,1620000,,6310,6310,0,6310,0,132,2018,5/12/2018,
Siltcoos Lake_01158483,93,8370000,,6310,6310,0,6310,0,132,2018,5/12/2018,
Waldo Lake_01151818,38,3420000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Davis Lake_01140666,110,9900000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Crescent Lake_01158186,70,6300000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Wickiup Reservoir_01161711,243,21870000,,6310,619442,613132,23524,84259,130,2018,5/10/2018,
Paulina Lake_01147502,13,1170000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Odell Lake_01147159,132,11880000,,6310,6310,0,6310,0,230,2018,8/18/2018,
Crane Prairie Reservoir_01140386,34,3060000,,6310,6310,0,6310,0,130,2018,5/10/2018,
East Lake_01141624,36,3240000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Hills Creek Lake_01158881,7,630000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Summit Lake_01150624,5,450000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Malheur Lake_01123710,60,5400000,,6310,301995,295686,146442,104865,130,2018,5/10/2018,
Crump Lake_01119601,354,31860000,,6310,310456,304146,37115,47559,130,2018,5/10/2018,
Lake Abert_01116755,1471,132390000,,6310,1137628,1131318,28124,108687,130,2018,5/10/2018,
Renner Lake_00267175,7,630000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Summer Lake_01150595,1140,102600000,,6310,1541701,1535392,102704,259992,130,2018,5/10/2018,
Hart Lake_01121637,315,28350000,,6310,346737,340427,59184,76860,130,2018,5/10/2018,
Swamp Lake_01127802,38,3420000,,6310,469894,463585,40037,99548,130,2018,5/10/2018,
Lake Billy Chinook_01138120,4,360000,,6310,6310,0,6310,0,130,2018,5/10/2018,
Waldo Lake_01151818,46,4140000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Davis Lake_01140666,80,7200000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Fern Ridge Lake_01120678,98,8820000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Crescent Lake_01158186,129,11610000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Wickiup Reservoir_01161711,100,9000000,,6310,420727,414417,20651,63443,129,2018,5/9/2018,
Paulina Lake_01147502,14,1260000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Odell Lake_01147159,68,6120000,,6310,6310,0,6310,0,233,2018,8/21/2018,
Crane Prairie Reservoir_01140386,88,7920000,,6310,6310,0,6310,0,129,2018,5/9/2018,
East Lake_01141624,17,1530000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Cottage Grove Lake_01158179,3,270000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Dorena Lake_01120032,30,2700000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Hills Creek Lake_01158881,12,1080000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Foster Lake_01158892,26,2340000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Drews Reservoir_01141243,130,11700000,,6310,248886,242576,12533,26582,129,2018,5/9/2018,
Goose Lake_00224325,280,25200000,,6310,1106624,1100315,240943,207107,129,2018,5/9/2018,
Upper Klamath Lake_01151685,284,25560000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Lake Abert_01116755,515,46350000,,6310,111686,105377,7182,8210,129,2018,5/9/2018,
Green Peter Lake_01158878,67,6030000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Detroit Lake_01639301,1,90000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Renner Lake_00267175,21,1890000,,6310,124738,118429,14709,27519,129,2018,5/9/2018,
Summer Lake_01150595,389,35010000,,6310,1137628,1131318,77469,159732,129,2018,5/9/2018,
Hart Lake_01121637,15,1350000,,147231,205116,57885,173680,20251,129,2018,5/9/2018,
Gerber Reservoir_01121105,99,8910000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Lake Billy Chinook_01138120,31,2790000,,6310,6310,0,6310,0,129,2018,5/9/2018,
Warm Springs Reservoir_01128656,9,810000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Beulah Reservoir_01117569,56,5040000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Waldo Lake_01151818,41,3690000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Davis Lake_01140666,47,4230000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Crescent Lake_01158186,91,8190000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Paulina Lake_01147502,36,3240000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Odell Lake_01147159,132,11880000,,6310,6310,0,6310,0,234,2018,8/22/2018,
East Lake_01141624,37,3330000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Hills Creek Lake_01158881,35,3150000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Lost Creek Lake_01158890,77,6930000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Sturgeon Lake_01127681,111,9990000,,6310,398108,391798,15716,55415,126,2018,5/6/2018,
Malheur Lake_01123710,205,18450000,,6310,602560,596250,275878,159227,126,2018,5/6/2018,
Drews Reservoir_01141243,155,13950000,,6310,293765,287455,31498,48419,126,2018,5/6/2018,
Goose Lake_00224325,778,70020000,,6310,1721870,1715560,330317,260120,126,2018,5/6/2018,
Crump Lake_01119601,362,32580000,,6310,301995,295686,26629,41365,126,2018,5/6/2018,
Lake of the Woods_01161601,25,2250000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Upper Klamath Lake_01151685,2567,231030000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Diamond Lake_01140999,97,8730000,,6310,6310,0,6310,0,126,2018,5/6/2018,
Lake Abert_01116755,446,40140000,,6310,483059,476750,14668,53964,126,2018,5/6/2018,
